"","Participant","SubjAge","SubjEnglish","SubjGender","Condition","List","PSA","Story","Name","Job","Pet","Pronoun","M_Type","M_Response","M_Acc","P_Text","P_Response","P_Acc"
"6986","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Kevin","food service","dog","he/him","pet","cat",0,NA,NA,NA
"6987","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Laura","accountant","dog","they/them","job","IT",0,NA,NA,NA
"6988","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Laura","accountant","dog","they/them","pet","dog",1,NA,NA,NA
"6989","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Laura","accountant","dog","they/them","pronoun","they/them",1,"they went to the club.","they/them",1
"6990","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Kevin","food service","dog","he/him","pronoun","he/him",1,"he went to bed.","he/him",1
"6991","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Andrew","engineer","fish","he/him","pet","cat",0,NA,NA,NA
"6992","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Andrew","engineer","fish","he/him","pronoun","they/them",0,"they petted their cat.","they/them",0
"6993","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Emily","nurse","fish","she/her","job","food service",0,NA,NA,NA
"6994","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Andrew","engineer","fish","he/him","job","janitor",0,NA,NA,NA
"6995","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Emily","nurse","fish","she/her","pronoun","she/her",1,"she washed her face.","she/her",1
"6996","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Michael","mechanic","fish","he/him","job","retail",0,NA,NA,NA
"6997","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Michael","mechanic","fish","he/him","pet","dog",0,NA,NA,NA
"6998","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Michael","mechanic","fish","he/him","pronoun","he/him",1,"he went out on a walk.","he/him",1
"6999","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","job","nurse",0,NA,NA,NA
"7000","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pet","cat",0,NA,NA,NA
"7001","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pronoun","she/her",1,"she took a shower.","she/her",1
"7002","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Daniel","retail","fish","they/them","job","Uber driver",0,NA,NA,NA
"7003","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Daniel","retail","fish","they/them","pet","dog",0,NA,NA,NA
"7004","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Daniel","retail","fish","they/them","pronoun","he/him",0,"he went shopping.","he/him",0
"7005","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Jessica","teacher","cat","they/them","job","accountant",0,NA,NA,NA
"7006","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Jessica","teacher","cat","they/them","pet","dog",0,NA,NA,NA
"7007","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Jessica","teacher","cat","they/them","pronoun","they/them",1,"she made some food.","she/her",0
"7008","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Melissa","doctor","cat","she/her","job","teacher",0,NA,NA,NA
"7009","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Melissa","doctor","cat","she/her","pet","fish",0,NA,NA,NA
"7010","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Melissa","doctor","cat","she/her","pronoun","she/her",1,"she started gardening.","she/her",1
"7011","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Amanda","IT","dog","she/her","job","doctor",0,NA,NA,NA
"7012","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Amanda","IT","dog","she/her","pet","dog",1,NA,NA,NA
"7013","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Amanda","IT","dog","she/her","pronoun","she/her",1,"they played with their pet.","they/them",0
"7014","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","job","engineer",0,NA,NA,NA
"7015","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","pet","dog",0,NA,NA,NA
"7016","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","pronoun","he/him",1,"they got some food from Burger King","they/them",0
"7017","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","James","janitor","cat","they/them","job","mechanic",0,NA,NA,NA
"7018","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","James","janitor","cat","they/them","pet","fish",0,NA,NA,NA
"7019","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","James","janitor","cat","they/them","pronoun","he/him",0,"they went out.","they/them",1
"7020","195","27","Fully competent in speaking, listening, reading, and writing, but not native","male","both","both_2","1","1","Emily","nurse","fish","she/her","pet","fish",1,NA,NA,NA
"7021","196","40","Native (learned from birth)","male","both","both_2","1","1","Michael","mechanic","fish","he/him","job","engineer",0,NA,NA,NA
"7022","196","40","Native (learned from birth)","male","both","both_2","1","1","Michael","mechanic","fish","he/him","pet","cat",0,NA,NA,NA
"7023","196","40","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","job","accountant",0,NA,NA,NA
"7024","196","40","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","pet","cat",1,NA,NA,NA
"7025","196","40","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","pronoun","they/them",1,"she read her favorite book.","she/her",0
"7026","196","40","Native (learned from birth)","male","both","both_2","1","1","Laura","accountant","dog","they/them","job","teacher",0,NA,NA,NA
"7027","196","40","Native (learned from birth)","male","both","both_2","1","1","Laura","accountant","dog","they/them","pet","cat",0,NA,NA,NA
"7028","196","40","Native (learned from birth)","male","both","both_2","1","1","Laura","accountant","dog","they/them","pronoun","they/them",1,"she called her mother.","she/her",0
"7029","196","40","Native (learned from birth)","male","both","both_2","1","1","Melissa","doctor","cat","she/her","job","nurse",0,NA,NA,NA
"7030","196","40","Native (learned from birth)","male","both","both_2","1","1","Melissa","doctor","cat","she/her","pet","dog",0,NA,NA,NA
"7031","196","40","Native (learned from birth)","male","both","both_2","1","1","Melissa","doctor","cat","she/her","pronoun","she/her",1,"she ate dinner with her family.","she/her",1
"7032","196","40","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","job","food service",0,NA,NA,NA
"7033","196","40","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","pet","dog",0,NA,NA,NA
"7034","196","40","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","pronoun","she/her",1,"she met up with her friends.","she/her",1
"7035","196","40","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","job","retail",0,NA,NA,NA
"7036","196","40","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","pet","cat",0,NA,NA,NA
"7037","196","40","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","pronoun","they/them",0,"she did some internet shopping.","she/her",1
"7038","196","40","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","job","IT",0,NA,NA,NA
"7039","196","40","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","pet","dog",0,NA,NA,NA
"7040","196","40","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","pronoun","he/him",0,"he took a shower.","he/him",0
"7041","196","40","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","job","engineer",0,NA,NA,NA
"7042","196","40","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","pet","dog",1,NA,NA,NA
"7043","196","40","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","pronoun","they/them",0,"he went for a walk.","he/him",1
"7044","196","40","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","job","doctor",0,NA,NA,NA
"7045","196","40","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","pet","cat",0,NA,NA,NA
"7046","196","40","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","pronoun","he/him",1,"he played with his children.","he/him",1
"7047","196","40","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","job","accountant",0,NA,NA,NA
"7048","196","40","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pet","cat",0,NA,NA,NA
"7049","196","40","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pronoun","they/them",0,"she read the newspaper.","she/her",1
"7050","196","40","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","job","Uber driver",0,NA,NA,NA
"7051","196","40","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","pet","dog",0,NA,NA,NA
"7052","196","40","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","pronoun","he/him",0,"he went to the gym to work out.","he/him",0
"7053","196","40","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","job","janitor",0,NA,NA,NA
"7054","196","40","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","pet","dog",0,NA,NA,NA
"7055","196","40","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","pronoun","he/him",1,"he took a nap.","he/him",1
"7056","196","40","Native (learned from birth)","male","both","both_2","1","1","Michael","mechanic","fish","he/him","pronoun","he/him",1,"he relaxed on the couch.","he/him",1
"7057","197","39","Native (learned from birth)","female","both","both_2","1","1","Stephanie","salesperson","dog","she/her","job","IT",0,NA,NA,NA
"7058","197","39","Native (learned from birth)","female","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pet","cat",0,NA,NA,NA
"7059","197","39","Native (learned from birth)","female","both","both_2","1","1","James","janitor","cat","they/them","job","Uber driver",0,NA,NA,NA
"7060","197","39","Native (learned from birth)","female","both","both_2","1","1","James","janitor","cat","they/them","pet","dog",0,NA,NA,NA
"7061","197","39","Native (learned from birth)","female","both","both_2","1","1","James","janitor","cat","they/them","pronoun","he/him",0,"he cleaned his house","he/him",0
"7062","197","39","Native (learned from birth)","female","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pronoun","she/her",1,"they changed their clothes","they/them",0
"7063","197","39","Native (learned from birth)","female","both","both_2","1","1","Michael","mechanic","fish","he/him","pet","fish",1,NA,NA,NA
"7064","197","39","Native (learned from birth)","female","both","both_2","1","1","Michael","mechanic","fish","he/him","pronoun","he/him",1,"they washed the grease off their hands","they/them",0
"7065","197","39","Native (learned from birth)","female","both","both_2","1","1","Emily","nurse","fish","she/her","job","nurse",1,NA,NA,NA
"7066","197","39","Native (learned from birth)","female","both","both_2","1","1","Michael","mechanic","fish","he/him","job","janitor",0,NA,NA,NA
"7067","197","39","Native (learned from birth)","female","both","both_2","1","1","Emily","nurse","fish","she/her","pronoun","they/them",0,"they fell asleep watching tv","they/them",0
"7068","197","39","Native (learned from birth)","female","both","both_2","1","1","Laura","accountant","dog","they/them","job","retail",0,NA,NA,NA
"7069","197","39","Native (learned from birth)","female","both","both_2","1","1","Laura","accountant","dog","they/them","pet","cat",0,NA,NA,NA
"7070","197","39","Native (learned from birth)","female","both","both_2","1","1","Laura","accountant","dog","they/them","pronoun","she/her",0,"they watched a movie","they/them",1
"7071","197","39","Native (learned from birth)","female","both","both_2","1","1","Brian","Uber driver","cat","he/him","job","mechanic",0,NA,NA,NA
"7072","197","39","Native (learned from birth)","female","both","both_2","1","1","Brian","Uber driver","cat","he/him","pet","dog",0,NA,NA,NA
"7073","197","39","Native (learned from birth)","female","both","both_2","1","1","Brian","Uber driver","cat","he/him","pronoun","he/him",1,"they worked in their garden","they/them",0
"7074","197","39","Native (learned from birth)","female","both","both_2","1","1","Kevin","food service","dog","he/him","job","sales",0,NA,NA,NA
"7075","197","39","Native (learned from birth)","female","both","both_2","1","1","Kevin","food service","dog","he/him","pet","fish",0,NA,NA,NA
"7076","197","39","Native (learned from birth)","female","both","both_2","1","1","Kevin","food service","dog","he/him","pronoun","he/him",1,"they made themselves some dinner","they/them",0
"7077","197","39","Native (learned from birth)","female","both","both_2","1","1","Jessica","teacher","cat","they/them","job","teacher",1,NA,NA,NA
"7078","197","39","Native (learned from birth)","female","both","both_2","1","1","Jessica","teacher","cat","they/them","pet","dog",0,NA,NA,NA
"7079","197","39","Native (learned from birth)","female","both","both_2","1","1","Emily","nurse","fish","she/her","pet","cat",0,NA,NA,NA
"7080","197","39","Native (learned from birth)","female","both","both_2","1","1","Daniel","retail","fish","they/them","job","engineer",0,NA,NA,NA
"7081","197","39","Native (learned from birth)","female","both","both_2","1","1","Daniel","retail","fish","they/them","pet","fish",1,NA,NA,NA
"7082","197","39","Native (learned from birth)","female","both","both_2","1","1","Daniel","retail","fish","they/them","pronoun","he/him",0,"they went out with some friends","they/them",1
"7083","197","39","Native (learned from birth)","female","both","both_2","1","1","Andrew","engineer","fish","he/him","job","janitor",0,NA,NA,NA
"7084","197","39","Native (learned from birth)","female","both","both_2","1","1","Andrew","engineer","fish","he/him","pet","dog",0,NA,NA,NA
"7085","197","39","Native (learned from birth)","female","both","both_2","1","1","Andrew","engineer","fish","he/him","pronoun","he/him",1,"they called their parents","they/them",0
"7086","197","39","Native (learned from birth)","female","both","both_2","1","1","Melissa","doctor","cat","she/her","job","doctor",1,NA,NA,NA
"7087","197","39","Native (learned from birth)","female","both","both_2","1","1","Melissa","doctor","cat","she/her","pet","fish",0,NA,NA,NA
"7088","197","39","Native (learned from birth)","female","both","both_2","1","1","Melissa","doctor","cat","she/her","pronoun","she/her",1,"they looked over some paperwork","they/them",0
"7089","197","39","Native (learned from birth)","female","both","both_2","1","1","Amanda","IT","dog","she/her","job","engineer",0,NA,NA,NA
"7090","197","39","Native (learned from birth)","female","both","both_2","1","1","Amanda","IT","dog","she/her","pet","cat",0,NA,NA,NA
"7091","197","39","Native (learned from birth)","female","both","both_2","1","1","Amanda","IT","dog","she/her","pronoun","she/her",1,"they played video games","they/them",0
"7092","197","39","Native (learned from birth)","female","both","both_2","1","1","Jessica","teacher","cat","they/them","pronoun","she/her",0,"they took a nap","they/them",1
"7093","198","40","Native (learned from birth)","female","both","both_2","1","1","Laura","accountant","dog","they/them","job","accountant",1,NA,NA,NA
"7094","198","40","Native (learned from birth)","female","both","both_2","1","1","Laura","accountant","dog","they/them","pet","dog",1,NA,NA,NA
"7095","198","40","Native (learned from birth)","female","both","both_2","1","1","Melissa","doctor","cat","she/her","job","doctor",1,NA,NA,NA
"7096","198","40","Native (learned from birth)","female","both","both_2","1","1","Melissa","doctor","cat","she/her","pet","dog",0,NA,NA,NA
"7097","198","40","Native (learned from birth)","female","both","both_2","1","1","Melissa","doctor","cat","she/her","pronoun","she/her",1,"she went for a jog.","she/her",1
"7098","198","40","Native (learned from birth)","female","both","both_2","1","1","Emily","nurse","fish","she/her","job","nurse",1,NA,NA,NA
"7099","198","40","Native (learned from birth)","female","both","both_2","1","1","Emily","nurse","fish","she/her","pet","fish",1,NA,NA,NA
"7100","198","40","Native (learned from birth)","female","both","both_2","1","1","Emily","nurse","fish","she/her","pronoun","she/her",1,"she took a shower.","she/her",1
"7101","198","40","Native (learned from birth)","female","both","both_2","1","1","Brian","Uber driver","cat","he/him","job","mechanic",0,NA,NA,NA
"7102","198","40","Native (learned from birth)","female","both","both_2","1","1","Brian","Uber driver","cat","he/him","pet","dog",0,NA,NA,NA
"7103","198","40","Native (learned from birth)","female","both","both_2","1","1","Brian","Uber driver","cat","he/him","pronoun","he/him",1,"he played Xbox.","he/him",1
"7104","198","40","Native (learned from birth)","female","both","both_2","1","1","Daniel","retail","fish","they/them","job","retail",1,NA,NA,NA
"7105","198","40","Native (learned from birth)","female","both","both_2","1","1","Daniel","retail","fish","they/them","pet","fish",1,NA,NA,NA
"7106","198","40","Native (learned from birth)","female","both","both_2","1","1","Daniel","retail","fish","they/them","pronoun","they/them",1,"they hung out with friends.","they/them",1
"7107","198","40","Native (learned from birth)","female","both","both_2","1","1","Laura","accountant","dog","they/them","pronoun","they/them",1,"she had a glass of wine.","she/her",0
"7108","198","40","Native (learned from birth)","female","both","both_2","1","1","Andrew","engineer","fish","he/him","pet","fish",1,NA,NA,NA
"7109","198","40","Native (learned from birth)","female","both","both_2","1","1","Andrew","engineer","fish","he/him","pronoun","he/him",1,"he took his girlfriend out to dinner.","he/him",1
"7110","198","40","Native (learned from birth)","female","both","both_2","1","1","Stephanie","salesperson","dog","she/her","job","engineer",0,NA,NA,NA
"7111","198","40","Native (learned from birth)","female","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pet","cat",0,NA,NA,NA
"7112","198","40","Native (learned from birth)","female","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pronoun","she/her",1,"she took a nap.","she/her",1
"7113","198","40","Native (learned from birth)","female","both","both_2","1","1","Jessica","teacher","cat","they/them","job","teacher",1,NA,NA,NA
"7114","198","40","Native (learned from birth)","female","both","both_2","1","1","Jessica","teacher","cat","they/them","pet","cat",1,NA,NA,NA
"7115","198","40","Native (learned from birth)","female","both","both_2","1","1","Jessica","teacher","cat","they/them","pronoun","they/them",1,"they unpacked their lunchbox.","they/them",1
"7116","198","40","Native (learned from birth)","female","both","both_2","1","1","Kevin","food service","dog","he/him","job","IT",0,NA,NA,NA
"7117","198","40","Native (learned from birth)","female","both","both_2","1","1","Kevin","food service","dog","he/him","pet","fish",0,NA,NA,NA
"7118","198","40","Native (learned from birth)","female","both","both_2","1","1","Kevin","food service","dog","he/him","pronoun","he/him",1,"he took a shower.","he/him",1
"7119","198","40","Native (learned from birth)","female","both","both_2","1","1","Michael","mechanic","fish","he/him","job","engineer",0,NA,NA,NA
"7120","198","40","Native (learned from birth)","female","both","both_2","1","1","Andrew","engineer","fish","he/him","job","Uber driver",0,NA,NA,NA
"7121","198","40","Native (learned from birth)","female","both","both_2","1","1","Michael","mechanic","fish","he/him","pronoun","he/him",1,"he took a shower.","he/him",1
"7122","198","40","Native (learned from birth)","female","both","both_2","1","1","Amanda","IT","dog","she/her","job","accountant",0,NA,NA,NA
"7123","198","40","Native (learned from birth)","female","both","both_2","1","1","Amanda","IT","dog","she/her","pet","dog",1,NA,NA,NA
"7124","198","40","Native (learned from birth)","female","both","both_2","1","1","Amanda","IT","dog","she/her","pronoun","she/her",1,"she watched some t.v.","she/her",1
"7125","198","40","Native (learned from birth)","female","both","both_2","1","1","James","janitor","cat","they/them","job","retail",0,NA,NA,NA
"7126","198","40","Native (learned from birth)","female","both","both_2","1","1","James","janitor","cat","they/them","pet","fish",0,NA,NA,NA
"7127","198","40","Native (learned from birth)","female","both","both_2","1","1","James","janitor","cat","they/them","pronoun","he/him",0,"he made dinner.","he/him",0
"7128","198","40","Native (learned from birth)","female","both","both_2","1","1","Michael","mechanic","fish","he/him","pet","fish",1,NA,NA,NA
"7129","199","32","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","job","Uber driver",0,NA,NA,NA
"7130","199","32","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","pet","cat",0,NA,NA,NA
"7131","199","32","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","pronoun","he/him",1,"they threw in a load of laundry.","they/them",0
"7132","199","32","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","pet","dog",1,NA,NA,NA
"7133","199","32","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","pronoun","they/them",0,"they went to their computer and opened a video game.","they/them",0
"7134","199","32","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","job","sales",0,NA,NA,NA
"7135","199","32","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","job","nurse",0,NA,NA,NA
"7136","199","32","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","pronoun","they/them",0,"he made a phone call to his sister.","he/him",1
"7137","199","32","Native (learned from birth)","male","both","both_2","1","1","Michael","mechanic","fish","he/him","job","Uber driver",0,NA,NA,NA
"7138","199","32","Native (learned from birth)","male","both","both_2","1","1","Michael","mechanic","fish","he/him","pet","cat",0,NA,NA,NA
"7139","199","32","Native (learned from birth)","male","both","both_2","1","1","Michael","mechanic","fish","he/him","pronoun","he/him",1,"they had a craving for some Taco Bell.","they/them",0
"7140","199","32","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","job","teacher",0,NA,NA,NA
"7141","199","32","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pet","fish",0,NA,NA,NA
"7142","199","32","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pronoun","they/them",0,"they made dinner for them and their wife.","they/them",0
"7143","199","32","Native (learned from birth)","male","both","both_2","1","1","Laura","accountant","dog","they/them","job","food service",0,NA,NA,NA
"7144","199","32","Native (learned from birth)","male","both","both_2","1","1","Laura","accountant","dog","they/them","pet","cat",0,NA,NA,NA
"7145","199","32","Native (learned from birth)","male","both","both_2","1","1","Laura","accountant","dog","they/them","pronoun","she/her",0,"she put on some classical music.","she/her",0
"7146","199","32","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","job","engineer",1,NA,NA,NA
"7147","199","32","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","pet","cat",0,NA,NA,NA
"7148","199","32","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","pet","dog",0,NA,NA,NA
"7149","199","32","Native (learned from birth)","male","both","both_2","1","1","Melissa","doctor","cat","she/her","job","doctor",1,NA,NA,NA
"7150","199","32","Native (learned from birth)","male","both","both_2","1","1","Melissa","doctor","cat","she/her","pet","cat",1,NA,NA,NA
"7151","199","32","Native (learned from birth)","male","both","both_2","1","1","Melissa","doctor","cat","she/her","pronoun","they/them",0,"she put her phone on the charger.","she/her",1
"7152","199","32","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","job","Uber driver",0,NA,NA,NA
"7153","199","32","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","pet","cat",0,NA,NA,NA
"7154","199","32","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","pronoun","she/her",1,"she changed clothes to go for a jog.","she/her",1
"7155","199","32","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","job","retail",1,NA,NA,NA
"7156","199","32","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","pet","fish",1,NA,NA,NA
"7157","199","32","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","pronoun","they/them",1,"they began a meditation session.","they/them",1
"7158","199","32","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","job","janitor",1,NA,NA,NA
"7159","199","32","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","pet","cat",1,NA,NA,NA
"7160","199","32","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","pronoun","they/them",1,"he sat on the couch and turned on NetFlix.","he/him",0
"7161","199","32","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","job","IT",0,NA,NA,NA
"7162","199","32","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","pet","fish",0,NA,NA,NA
"7163","199","32","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","pronoun","she/her",0,"they decided to sweep the floors.","they/them",1
"7164","199","32","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","pronoun","they/them",0,"he had a small glass of orange juice.","he/him",1
"7165","200","49","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","pet","dog",0,NA,NA,NA
"7166","200","49","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","pronoun","he/him",0,"they made dinner.","they/them",1
"7167","200","49","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","job","janitor",0,NA,NA,NA
"7168","200","49","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","pet","dog",0,NA,NA,NA
"7169","200","49","Native (learned from birth)","male","both","both_2","1","1","Andrew","engineer","fish","he/him","pronoun","he/him",1,"they made dinner.","they/them",0
"7170","200","49","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","job","teacher",0,NA,NA,NA
"7171","200","49","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","pet","fish",0,NA,NA,NA
"7172","200","49","Native (learned from birth)","male","both","both_2","1","1","Amanda","IT","dog","she/her","pronoun","she/her",1,"they made dinner.","they/them",0
"7173","200","49","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","job","doctor",0,NA,NA,NA
"7174","200","49","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","pet","cat",0,NA,NA,NA
"7175","200","49","Native (learned from birth)","male","both","both_2","1","1","Daniel","retail","fish","they/them","pronoun","she/her",0,"they made dinner.","they/them",1
"7176","200","49","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","job","doctor",0,NA,NA,NA
"7177","200","49","Native (learned from birth)","male","both","both_2","1","1","James","janitor","cat","they/them","job","retail",0,NA,NA,NA
"7178","200","49","Native (learned from birth)","male","both","both_2","1","1","Stephanie","salesperson","dog","she/her","pronoun","they/them",0,"they made dinner","they/them",0
"7179","200","49","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","job","mechanic",0,NA,NA,NA
"7180","200","49","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","pet","cat",1,NA,NA,NA
"7181","200","49","Native (learned from birth)","male","both","both_2","1","1","Brian","Uber driver","cat","he/him","pronoun","he/him",1,"they made dinner.","they/them",0
"7182","200","49","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","job","accountant",0,NA,NA,NA
"7183","200","49","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","pet","dog",0,NA,NA,NA
"7184","200","49","Native (learned from birth)","male","both","both_2","1","1","Emily","nurse","fish","she/her","pronoun","she/her",1,"they made dinner.","they/them",0
"7185","200","49","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","job","accountant",0,NA,NA,NA
"7186","200","49","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","pet","fish",0,NA,NA,NA
"7187","200","49","Native (learned from birth)","male","both","both_2","1","1","Kevin","food service","dog","he/him","pronoun","they/them",0,"they made dinner.","they/them",0
"7188","200","49","Native (learned from birth)","male","both","both_2","1","1","Jessica","teacher","cat","they/them","job","nurse",0,NA,NA,NA
